9.999999565279737990e-01,8.706962845208243706e-01,8.666868606567340594e-01,8.030615080413943119e-01,8.254961424790081548e-01,7.524722131065639807e-01,7.910183412535705116e-01,9.999999565279737990e-01,8.706962845208243706e-01,8.666868606567340594e-01,8.030615080413943119e-01,8.254961424790081548e-01,7.524722131065639807e-01,7.910183412535705116e-01
8.706962845208243706e-01,9.999999767632246073e-01,8.874957595020961376e-01,8.118928705206561736e-01,8.395909665615030049e-01,7.682747779030595359e-01,8.066249202872792790e-01,8.706962845208243706e-01,9.999999767632246073e-01,8.874957595020961376e-01,8.118928705206561736e-01,8.395909665615030049e-01,7.682747779030595359e-01,8.066249202872792790e-01
8.666868606567340594e-01,8.874957595020961376e-01,1.000000000000000000e+00,8.166123776494405018e-01,8.411742780976142475e-01,7.703667765732352679e-01,8.007989494328711100e-01,8.666868606567340594e-01,8.874957595020961376e-01,1.000000000000000000e+00,8.166123776494405018e-01,8.411742780976142475e-01,7.703667765732352679e-01,8.007989494328711100e-01
8.030615080413943119e-01,8.118928705206561736e-01,8.166123776494405018e-01,9.999999905136262024e-01,8.534678485138091908e-01,8.389448890565087691e-01,8.582401015919313148e-01,8.030615080413943119e-01,8.118928705206561736e-01,8.166123776494405018e-01,9.999999905136262024e-01,8.534678485138091908e-01,8.389448890565087691e-01,8.582401015919313148e-01
8.254961424790081548e-01,8.395909665615030049e-01,8.411742780976142475e-01,8.534678485138091908e-01,9.999999645052392028e-01,8.243259070051861537e-01,8.512984302791160029e-01,8.254961424790081548e-01,8.395909665615030049e-01,8.411742780976142475e-01,8.534678485138091908e-01,9.999999645052392028e-01,8.243259070051861537e-01,8.512984302791160029e-01
7.524722131065639807e-01,7.682747779030595359e-01,7.703667765732352679e-01,8.389448890565087691e-01,8.243259070051861537e-01,1.000000000000000000e+00,8.632469391994328500e-01,7.524722131065639807e-01,7.682747779030595359e-01,7.703667765732352679e-01,8.389448890565087691e-01,8.243259070051861537e-01,1.000000000000000000e+00,8.632469391994328500e-01
7.910183412535705116e-01,8.066249202872792790e-01,8.007989494328711100e-01,8.582401015919313148e-01,8.512984302791160029e-01,8.632469391994328500e-01,9.999999835691185668e-01,7.910183412535705116e-01,8.066249202872792790e-01,8.007989494328711100e-01,8.582401015919313148e-01,8.512984302791160029e-01,8.632469391994328500e-01,9.999999835691185668e-01
9.999999565279737990e-01,8.706962845208243706e-01,8.666868606567340594e-01,8.030615080413943119e-01,8.254961424790081548e-01,7.524722131065639807e-01,7.910183412535705116e-01,9.999999565279737990e-01,8.706962845208243706e-01,8.666868606567340594e-01,8.030615080413943119e-01,8.254961424790081548e-01,7.524722131065639807e-01,7.910183412535705116e-01
8.706962845208243706e-01,9.999999767632246073e-01,8.874957595020961376e-01,8.118928705206561736e-01,8.395909665615030049e-01,7.682747779030595359e-01,8.066249202872792790e-01,8.706962845208243706e-01,9.999999767632246073e-01,8.874957595020961376e-01,8.118928705206561736e-01,8.395909665615030049e-01,7.682747779030595359e-01,8.066249202872792790e-01
8.666868606567340594e-01,8.874957595020961376e-01,1.000000000000000000e+00,8.166123776494405018e-01,8.411742780976142475e-01,7.703667765732352679e-01,8.007989494328711100e-01,8.666868606567340594e-01,8.874957595020961376e-01,1.000000000000000000e+00,8.166123776494405018e-01,8.411742780976142475e-01,7.703667765732352679e-01,8.007989494328711100e-01
8.030615080413943119e-01,8.118928705206561736e-01,8.166123776494405018e-01,9.999999905136262024e-01,8.534678485138091908e-01,8.389448890565087691e-01,8.582401015919313148e-01,8.030615080413943119e-01,8.118928705206561736e-01,8.166123776494405018e-01,9.999999905136262024e-01,8.534678485138091908e-01,8.389448890565087691e-01,8.582401015919313148e-01
8.254961424790081548e-01,8.395909665615030049e-01,8.411742780976142475e-01,8.534678485138091908e-01,9.999999645052392028e-01,8.243259070051861537e-01,8.512984302791160029e-01,8.254961424790081548e-01,8.395909665615030049e-01,8.411742780976142475e-01,8.534678485138091908e-01,9.999999645052392028e-01,8.243259070051861537e-01,8.512984302791160029e-01
7.524722131065639807e-01,7.682747779030595359e-01,7.703667765732352679e-01,8.389448890565087691e-01,8.243259070051861537e-01,1.000000000000000000e+00,8.632469391994328500e-01,7.524722131065639807e-01,7.682747779030595359e-01,7.703667765732352679e-01,8.389448890565087691e-01,8.243259070051861537e-01,1.000000000000000000e+00,8.632469391994328500e-01
7.910183412535705116e-01,8.066249202872792790e-01,8.007989494328711100e-01,8.582401015919313148e-01,8.512984302791160029e-01,8.632469391994328500e-01,9.999999835691185668e-01,7.910183412535705116e-01,8.066249202872792790e-01,8.007989494328711100e-01,8.582401015919313148e-01,8.512984302791160029e-01,8.632469391994328500e-01,9.999999835691185668e-01
